y,u_centerline,v_centerline
3.90625000e-03,0.00000000e+00,0.00000000e+00
1.17187500e-02,0.00000000e+00,0.00000000e+00
1.95312500e-02,0.00000000e+00,0.00000000e+00
2.73437500e-02,0.00000000e+00,0.00000000e+00
3.51562500e-02,0.00000000e+00,0.00000000e+00
4.29687500e-02,0.00000000e+00,0.00000000e+00
5.07812500e-02,0.00000000e+00,0.00000000e+00
5.85937500e-02,0.00000000e+00,0.00000000e+00
6.64062500e-02,0.00000000e+00,0.00000000e+00
7.42187500e-02,0.00000000e+00,0.00000000e+00
8.20312500e-02,0.00000000e+00,0.00000000e+00
8.98437500e-02,0.00000000e+00,0.00000000e+00
9.76562500e-02,0.00000000e+00,0.00000000e+00
1.05468750e-01,0.00000000e+00,0.00000000e+00
1.13281250e-01,0.00000000e+00,0.00000000e+00
1.21093750e-01,0.00000000e+00,0.00000000e+00
1.28906250e-01,0.00000000e+00,0.00000000e+00
1.36718750e-01,0.00000000e+00,0.00000000e+00
1.44531250e-01,0.00000000e+00,0.00000000e+00
1.52343750e-01,0.00000000e+00,0.00000000e+00
1.60156250e-01,0.00000000e+00,0.00000000e+00
1.67968750e-01,0.00000000e+00,0.00000000e+00
1.75781250e-01,0.00000000e+00,0.00000000e+00
1.83593750e-01,0.00000000e+00,0.00000000e+00
1.91406250e-01,0.00000000e+00,0.00000000e+00
1.99218750e-01,0.00000000e+00,0.00000000e+00
2.07031250e-01,0.00000000e+00,0.00000000e+00
2.14843750e-01,0.00000000e+00,0.00000000e+00
2.22656250e-01,0.00000000e+00,0.00000000e+00
2.30468750e-01,0.00000000e+00,0.00000000e+00
2.38281250e-01,0.00000000e+00,0.00000000e+00
2.46093750e-01,0.00000000e+00,0.00000000e+00
2.53906250e-01,0.00000000e+00,0.00000000e+00
2.61718750e-01,0.00000000e+00,0.00000000e+00
2.69531250e-01,0.00000000e+00,0.00000000e+00
2.77343750e-01,0.00000000e+00,0.00000000e+00
2.85156250e-01,0.00000000e+00,0.00000000e+00
2.92968750e-01,0.00000000e+00,0.00000000e+00
3.00781250e-01,0.00000000e+00,0.00000000e+00
3.08593750e-01,0.00000000e+00,0.00000000e+00
3.16406250e-01,0.00000000e+00,0.00000000e+00
3.24218750e-01,0.00000000e+00,0.00000000e+00
3.32031250e-01,0.00000000e+00,0.00000000e+00
3.39843750e-01,0.00000000e+00,0.00000000e+00
3.47656250e-01,0.00000000e+00,0.00000000e+00
3.55468750e-01,0.00000000e+00,0.00000000e+00
3.63281250e-01,0.00000000e+00,0.00000000e+00
3.71093750e-01,0.00000000e+00,0.00000000e+00
3.78906250e-01,0.00000000e+00,0.00000000e+00
3.86718750e-01,0.00000000e+00,0.00000000e+00
3.94531250e-01,0.00000000e+00,0.00000000e+00
4.02343750e-01,0.00000000e+00,0.00000000e+00
4.10156250e-01,0.00000000e+00,0.00000000e+00
4.17968750e-01,0.00000000e+00,0.00000000e+00
4.25781250e-01,0.00000000e+00,0.00000000e+00
4.33593750e-01,0.00000000e+00,0.00000000e+00
4.41406250e-01,0.00000000e+00,0.00000000e+00
4.49218750e-01,0.00000000e+00,0.00000000e+00
4.57031250e-01,0.00000000e+00,0.00000000e+00
4.64843750e-01,0.00000000e+00,0.00000000e+00
4.72656250e-01,0.00000000e+00,0.00000000e+00
4.80468750e-01,0.00000000e+00,0.00000000e+00
4.88281250e-01,0.00000000e+00,0.00000000e+00
4.96093750e-01,0.00000000e+00,0.00000000e+00
5.03906250e-01,0.00000000e+00,0.00000000e+00
5.11718750e-01,0.00000000e+00,0.00000000e+00
5.19531250e-01,0.00000000e+00,0.00000000e+00
5.27343750e-01,0.00000000e+00,0.00000000e+00
5.35156250e-01,0.00000000e+00,0.00000000e+00
5.42968750e-01,0.00000000e+00,0.00000000e+00
5.50781250e-01,0.00000000e+00,0.00000000e+00
5.58593750e-01,0.00000000e+00,0.00000000e+00
5.66406250e-01,0.00000000e+00,0.00000000e+00
5.74218750e-01,0.00000000e+00,0.00000000e+00
5.82031250e-01,0.00000000e+00,0.00000000e+00
5.89843750e-01,0.00000000e+00,0.00000000e+00
5.97656250e-01,0.00000000e+00,0.00000000e+00
6.05468750e-01,0.00000000e+00,0.00000000e+00
6.13281250e-01,0.00000000e+00,0.00000000e+00
6.21093750e-01,0.00000000e+00,0.00000000e+00
6.28906250e-01,0.00000000e+00,0.00000000e+00
6.36718750e-01,0.00000000e+00,0.00000000e+00
6.44531250e-01,0.00000000e+00,0.00000000e+00
6.52343750e-01,0.00000000e+00,0.00000000e+00
6.60156250e-01,0.00000000e+00,0.00000000e+00
6.67968750e-01,0.00000000e+00,0.00000000e+00
6.75781250e-01,0.00000000e+00,0.00000000e+00
6.83593750e-01,0.00000000e+00,0.00000000e+00
6.91406250e-01,0.00000000e+00,0.00000000e+00
6.99218750e-01,0.00000000e+00,0.00000000e+00
7.07031250e-01,0.00000000e+00,0.00000000e+00
7.14843750e-01,0.00000000e+00,0.00000000e+00
7.22656250e-01,0.00000000e+00,0.00000000e+00
7.30468750e-01,0.00000000e+00,0.00000000e+00
7.38281250e-01,0.00000000e+00,0.00000000e+00
7.46093750e-01,0.00000000e+00,0.00000000e+00
7.53906250e-01,0.00000000e+00,0.00000000e+00
7.61718750e-01,0.00000000e+00,0.00000000e+00
7.69531250e-01,0.00000000e+00,0.00000000e+00
7.77343750e-01,0.00000000e+00,0.00000000e+00
7.85156250e-01,0.00000000e+00,0.00000000e+00
7.92968750e-01,0.00000000e+00,0.00000000e+00
8.00781250e-01,0.00000000e+00,0.00000000e+00
8.08593750e-01,0.00000000e+00,0.00000000e+00
8.16406250e-01,0.00000000e+00,0.00000000e+00
8.24218750e-01,0.00000000e+00,0.00000000e+00
8.32031250e-01,0.00000000e+00,0.00000000e+00
8.39843750e-01,0.00000000e+00,0.00000000e+00
8.47656250e-01,0.00000000e+00,0.00000000e+00
8.55468750e-01,0.00000000e+00,0.00000000e+00
8.63281250e-01,0.00000000e+00,0.00000000e+00
8.71093750e-01,0.00000000e+00,0.00000000e+00
8.78906250e-01,0.00000000e+00,0.00000000e+00
8.86718750e-01,0.00000000e+00,0.00000000e+00
8.94531250e-01,0.00000000e+00,0.00000000e+00
9.02343750e-01,0.00000000e+00,0.00000000e+00
9.10156250e-01,0.00000000e+00,0.00000000e+00
9.17968750e-01,0.00000000e+00,0.00000000e+00
9.25781250e-01,0.00000000e+00,0.00000000e+00
9.33593750e-01,0.00000000e+00,0.00000000e+00
9.41406250e-01,0.00000000e+00,0.00000000e+00
9.49218750e-01,0.00000000e+00,0.00000000e+00
9.57031250e-01,0.00000000e+00,0.00000000e+00
9.64843750e-01,0.00000000e+00,0.00000000e+00
9.72656250e-01,0.00000000e+00,0.00000000e+00
9.80468750e-01,0.00000000e+00,0.00000000e+00
9.88281250e-01,0.00000000e+00,0.00000000e+00
9.96093750e-01,0.00000000e+00,0.00000000e+00
